,Description,month,year,country,country,industry,hacktype
721,"October 2014. The Department of State reports breaches of its unclassified networks, and shut down its entire unclassified email system to repair possible damage. A month late r, âsuspicious cyber activityâ was noticed on a White House computer network, but the White House said that no classified networks had been breached. ",October,2014,Unknown,United States,Government,Unknown
722,"October 2014. Chinese users are redirected to a false iCloud login page that monitors their activities, putting their iCloud usernames, passwords, files, and contacts at risk. ",October,2014,China,China,Technology,Phishing
723,"October 2014. Ten percent of Dairy Queen outlets are hacked and customer credit card data compromised. Like the Target hack, hackers reportedly exploited a third party system to obta in access. ",October,2014,Unknown,United States,Finance,Zero-day Exploits
724,"October 2014. A five -year cyber espionage campaign attributed to Russia exploits a zero -day vulnerability in Windows software on computers used by NATO, the EU and the Ukrainian government. ",October,2014,Russia,Ukraine,Technology,Zero-day Exploits
725,October 2014. Australian mining and natural resources companies and their associated legal and financial advisors attacked during sensitive business negotiations. ,October,2014,Australia,Australia,Energy,Unknown
726,"September 2014. A false Occupy Central smartphone app with audio recording capabilities, likely of Chinese origin, targets Hong Kong protestors and accesses users' l ocations, call and message logs, and browser histories. ",September,2014,China,Hong Kong,Unknown,Malware
727,"September 2014. Using fraudulently obtained certificate, cyber criminals obtain access to 300 government and company websites in Germany, Austria and Switzerland in a multiyear operation. Septembe r 2014. Home Depot reports a server breach affecting 56 million debits cards in the U.S. and Canada. ",September,2014,Unknown,Germany,Government,Malware
728,August 2014. Community Health Systems disclosed that suspected Chinese hackers infiltrated its network and stole personal information from 4.5 million patients ,August,2014,China,United States,Healthcare,Data Exfiltration
729,August 2014. The contractor responsible for security clearances at DHS has their networks hacked and employee personal information is compromised. This was one of the first steps in the 2015 OPM hack. ,Unknown,2015,Unknown,United States,Government,Unknown
730,"July 2014. Hackers in Eastern Europe breac hed energy sectors in the U.S., Spain, France, Italy,   Germany, Turkey, and Poland in a major cyberespionage campaign. ",July,2014,Unknown,Spain,Energy,Data Exfiltration
731,July 2014. U.S. Office of Personnel Management networks that contain information on thousands of applicants for top secret clearances ar e breached. ,July,2014,Unknown,United States,Defense,Unknown
732,"July 2014. Canadaâs Foreign Minister asks his Chinese counterpart about PLA cyber espionage against the National Research Council, Canadaâ leading technology research agency. ",July,2014,China,Canada,Technology,Data Exfiltration
733,June 2014. CrowdStrike reported that Unit 61398 had targeted U.S. corporations in the satellite industry ,June,2014,Unknown,United States,Telecommunications,Unknown
734,"May 2014. Alleged Chinese hackers posed as C -Suite executives in a spear phishing campaign to access the network of Alcoa. The hackers stole 2,907 emails and 863 attachments. ",May,2014,China,United States,Manufacturing,Phishing
735,"May 2014. Chinese military hackers ta rgeted six American companies in the power, metals, and solar production industries and stole trade secret information. The U.S. Department of Justice indicted them and identified them as members of the Peopleâs Liberation Army Unit 61398 ",May,2014,China,United States,Energy,Data Exfiltration
736,April 2014. An Iranian hacking group conducted a campaign of espionage attacks against the U.S. industrial base and also targets inside Iran. ,April,2014,Iran,Iran,Manufacturing,Data Exfiltration
737,"March 2014. Indian Army and DRDO computers (Defense Research and Development Organization) were hacked, and the Indian government warned that the spyware could read the files of computers not even connected to internet. ",March,2014,Unknown,India,Defense,Malware
738,"March 2014. The OPM contractor responsible for U.S. security clearance background investigations is breached, allegedly by Chinese hackers. ",March,2014,China,United States,Defense,Unknown
739,"March 2014. Cybercriminals steal 40 million credit card numbers from Target, with an additional 70 million accounts compromised. ",March,2014,Unknown,Unknown,Finance,Data Exfiltration
740,January 2014. Hackers targeted 28 embassies in Tehran using emails about the Syrian conflict that contained a new data -mining malware. ,January,2014,Unknown,Iran,Government,Malware
741,November 2013. Finland's Foreign Minister reports that hackers breached Finland's diplomatic communications for several. ,November,2013,Unknown,Finland,Government,Unknown
742,"October 2013. Federal prosecutors announce Vietnamese cyber criminals obtained as many as 200 million personal records, in cluding Social Security numbers, credit card data, and bank account information. ",October,2013,Vietnam,Unknown,Government,Data Exfiltration
743,"October 2013. Press reports based on Snowden leaks reveal NSA hacked into German Chancellor Merkelâs mobile phone, one of a larger series of leaks on NSA activities. ",October,2013,Unknown,Germany,Government,Unknown
744,September 2013. The U.S. Navy says that Iran hacked into unclassified networks. ,September,2013,Iran,United States,Defense,Unknown
745,"September 2013. Chinese hackers used malware, known as âSykipotâ, to target entities in the U.S. Defense Industries and companies in key industries such as: telecommunications, c omputer   hardware, government contractors, and aerospace. In mid -2013 they targeted the U.S. civil aviation sector. ",September,2013,China,United States,Defense,Malware
746,"September 2013. Chinese hackers targeted three U.S. organizations, including a large American oil and gas corporation ",September,2013,China,United States,Energy,Unknown
747,"September 2013. North Korea again hacks South Korean targets, including think tanks, the South Korean Ministry of Defense, and Koreans defense industry firms. ",September,2013,"Korea, North","Korea, South",Defense,Unknown
748,August 2013. The Syrian Electronic Army hijacks and reroutes major Western social media and media sites to a mali cious hosting site in Russia. ,August,2013,Syria,Unknown,Media,Phishing
749,August 2013. A massive DDOS takes down Chinaâs .cn country code top level domain for several hours. ,August,2013,Unknown,China,Government,Denial of Service
750,June 2013. PLA hackers infiltrated the computer networks of the U.S. Transportation Command and stole sensitive military i nformation ,June,2013,Unknown,United States,Transportation,Data Exfiltration
751,June 2013. The FBI charged five Ukrainian and Russian hackers with stealing over 160 million credit card numbers and causing hundreds of millions in losses. ,June,2013,Russia,Ukraine,Finance,Data Exfiltration
752,June 2013. The U.S. and Russia sign a bilateral agreement that establishes a hotline and other confidence building measures. ,June,2013,Russia,United States,Government,Denial of Service
753,"June 2013. Edward Snowden, a former systems administrator at the NSA, reveals documents showing among other things that the US conducted cyber espionage against Chinese targets. ",June,2013,China,China,Unknown,Data Exfiltration
754,May 2013. An alleged Chinese hacker steals the blueprints for the Australian Security Intelligence Organizationâs new $631 million building. ,May,2013,China,Australia,Defense,Data Exfiltration
755,May 2013. Israeli officials report a failed attempt by the Syrian Electronic Army to compromise water supply to the city of H aifa. ,May,2013,Syria,Israel,Utilities,Unknown
756,"May 2013. DHS reports that the U.S. electrical grid is constantly being probed by multiple actors, including Iran. ",May,2013,Iran,United States,Energy,Unknown
757,"May 2013. India is believed to have used a zero -day exploit to penetrate Pakistani mining, automotive, legal, engineering, food service, military, and banks. ",May,2013,India,Pakistan,Manufacturing,Zero-day Exploits
758,"May 2013. The Syrian Electronic Army claims to have breached the Saudi Arabian Ministry of Defense email system, and leaked several confidential emails. ",May,2013,Syria,Saudi Arabia,Defense,Data Exfiltration
759,"May 2013. Over the course of the month, unknown hac kers breached major automotive parts suppliers in North American and Europe. ",May,2013,Unknown,United States,Manufacturing,Unknown
760,"May 2013. Anonymousâ Saudi branch launches OpSaudi and takes down government web sites, including the Ministry of Foreign Affairs, Ministry of Finance, and the General Intellige nce Presidency via DDos attack.   ",May,2013,Unknown,Saudi Arabia,Government,Denial of Service
761,"May 2013. The U.S. identified a gang of eight hackers who extracted $45 million from banks in the UAE and Oman. The attacks eliminated the withdrawal limits on prepaid debit cards, permitting the hackers to withdraw massiv e amounts. ",May,2013,Unknown,United Arab Emirates,Finance,Unknown
762,May 2013. An unknown attacker utilized a DDoS attack to bring down the website of the Iranian Basij military branch (basij.ir). ,May,2013,Unknown,Iran,Defense,Denial of Service
763,"May 2013. Chinese hackers compromise the U.S. Department of Labor and at least nine other agencies, including the Agency for International Development and the Army Corps of Engineersâ National Inventory of Dams. ",May,2013,China,United States,Government,Unknown
764,"April 2013. A Russian internet security firm announced that they discovered malware on millions of android mobile devices, primarily in Russia and Russian speaking countries. ",April,2013,Russia,Russia,Technology,Malware
765,"March 2013. The Syrian Electronic Army, a pro -Assad hacktivist group, hacked into major Western media organizations as part of a propaganda campaign. ",March,2013,Syria,Unknown,Media,Unknown
766,"March 2013. Beginning in 2012, Chinese hackers targeted civilian and military maritime operations within the South China Sea, in addition to U.S. companies involved in maritime satellite systems, aerospace companies and defense contractors ",Unknown,2012,China,United States,Defense,Unknown
767,"March 2013. The Indian Defence Research Organization was hacked, with thousands of documents uploaded to a server with an IP address in Guangdong, China. ",March,2013,China,India,Defense,Unknown
768,March 2013. North Korea blames the United States and South Korea for a series of attacks that severely restricted Internet access in the country. ,March,2013,"Korea, North",Unknown,Telecommunications,Denial of Service
769,March 2013. South Korean television networks and banks were attacked with malware (designed to evade popular South Korean anti -virus software) thought to have originated in North Korea. ,March,2013,"Korea, North","Korea, South",Telecommunications,Malware
770,"February 2013. DHS says that between December 2011 and June 2012, cyber criminals targeted 23 gas pipel ine companies and stole information that could be used for sabotage purposes. Forensic data suggests the probes originated in China. ",December,2011,China,United States,Energy,Data Exfiltration
771,February 2013. Der Spiegel reveals that EADS and German steelmaker ThyssenKrupp recorded major attacks by Chinese hackers in 2012. ,Unknown,2012,China,Germany,Manufacturing,Unknown
772,"January 2013. The New York Times, Wall Street Journal, Washington Post, and Bloomberg News experience persistent cyberattacks, presumed to originate in China. ",January,2013,China,United States,Unknown,Unknown
773,"January 2013. The Japanese Ministry of Foreign Affairs (MOFA discovers it has been ha cked and has lost âat leastâ twenty documents, including highly classified documents. ",January,2013,Japan,Japan,Government,Unknown
774,"January 2013. Iranâs Izz ad -Din al -Qassam claims responsibility for another series of distributed denial -of-service attacks against US Bank websites, as part of Operation Ababil phase two. ",January,2013,Iran,Iran,Finance,Denial of Service
775,"January 2013. A Defense Science Board report found that Chinese hackers stole U.S. weapons systems designs including for the PAC -3, THAAD, Aegis, F/A -18 fighter jet, V -22 Osprey, Black   Hawk, and Littoral Combat Ship ",January,2013,China,United States,Defense,Data Exfiltration
776,December 2012. Al-Qaida websites are taken offline for two weeks. ,December,2012,Unknown,Iraq,Non-profit,Denial of Service
777,December 2012. Two power plants in the U.S. were infected through unprotec ted USB drives. ,December,2012,Unknown,United States,Energy,Malware
778,"October 2012. A Russian cybersecurity firm found a virus used against embassies, research firms, military installations, energy providers, and critical infrastructure in Eastern Europe, Russia, and Central Asia. ",October,2012,Russia,Russia,Defense,Malware
779,"September 2012. Izz ad -Din al -Qassam, a hacker group linked to Iran, launched âOperation Ababilâ targeting bank websites for sustained denial -of-service attacks. Targets include Bank of America, New York Stock Exchange, Chase Bank, Capital One, SunTrust, a nd Regions Bank. ",September,2012,Iran,United States,Finance,Denial of Service
780,"September 2012. Chinese hackers infiltrated Telvent Canada, an industrial automation company, and stole data related to SCADA systems throughout North America ",September,2012,China,Canada,Telecommunications,Data Exfiltration
781,"August 2012. A group called ""Cutting Sword of Justice"" linked to Iran claime d it has used the âShamoonâ virus to attack Aramco, a major Saudi oil supplier, deleting data on 30,000 computers and infecting (without causing damage) control systems. The attack also affected the Qatari company RasGas, a major LNG supplier. ",August,2012,Iran,Saudi Arabia,Energy,Malware
782,"August 2012. Malware nicknamed âGauss,â infected 2,500 systems worldwide. Gauss appears to have been aimed at Lebanese banks, and contains code whose encryption has not yet been broken. ",August,2012,Unknown,Lebanon,Finance,Malware
783,"July 2012. Regarded as the largest attack on Indian government networks, over 10,000 email addresses of top Indian government officials were hacked, including officials in the Prime Ministerâs Office, Defense, External Affairs, Home, and Finance ministries, as well as intelligence agencies. India blames the attack on state actors. ",July,2012,Unknown,India,Government,Unknown
784,July 2012. NSA Director General Keith Alexander said that there had been a 17 -fold increase in cyber incident at American infrastructure companies between 2009 and 2011. ,July,2012,Unknown,United States,Telecommunications,Unknown
785,"July 2012. Indian naval officials confirmed that a virus had collected data from sensitive computer systems at the countryâs Eastern Naval Command headquarters and sent the data to Chinese IP addresses. The virus allegedly entered the Navyâs network via infected USB drives, which were used to transfer data from standalone computers hol ding sensitive files to networked systems. ",July,2012,China,India,Defense,Data Exfiltration
786,"July 2012. A Trojan nicknamed âMahdiâ found gathering data from approximately 800 critical infrastructure engineering firms, government agencies, financial houses, and academia throughout the Middle East and bey ond, predominantly in Israel and Iran. The virus contains Persian language strings. ",July,2012,Iran,Israel,Government,Data Exfiltration
787,June 2012. The head of the UK Security Service stated that a London -listed company lost an estimated Â£800m ($1.2 billion) as a result of state cyberattacks. ,June,2012,Unknown,United Kingdom,Defense,Unknown
788,June 2012. A global fraud campaign using automated versions of SpyEye and Zeus Trojans targeted high -value personal and corporate accounts and bypassed two -factor authentication.   ,June,2012,Unknown,United States,Finance,Malware
789,June 2012. A phishing campaign targets the U.S. aerospace industry experts attending t he 2013 IEEE Aerospace Conference. ,June,2012,Unknown,United States,Defense,Phishing
790,"June 2012. PLA Unit 61398 attacked Digital Bond, a SCADA security company with a spear phishing attack ",June,2012,Unknown,United States,Defense,Phishing
791,"June 2012. DHS reported that between December 2011 and June 2012, hackers targeted 23 gas pipeline companies and stole information that could be used for sabotage purposes. Forensic data suggests the probes originated in China ",December,2011,China,United States,Energy,Data Exfiltration
792,"May 2012. Researchers at the University of Toronto report that versions of the installer for the proxy tool Simurgh, which an onymizes net use and is popular in countries such as Iran and Syria to circumvent government internet controls, also installs a keylogger Trojan which sends the user name, keystrokes, and program use to another site. ",May,2012,Unknown,United States,Government,Zero-day Exploits
793,"May 2012. An espionage toolkit named âFlameâ is discovered in computers in the Iranian Oil Ministry, as well as in other Middle Eastern countries, including Israel, Syria, and Sudan, and other nations around the world. ",May,2012,Iran,Iran,Energy,Malware
794,May 2012. UK officials told the press that there had been a small number of successful perpetrations of classified MOD networks. ,May,2012,Unknown,United Kingdom,Defense,Unknown
795,"April 2012. A hack of Japan's Ministry of Agriculture, Forestry, and Fisheries resulted in more than 3,000 documents exfiltrated to a foreign destination, including 20 classified documents on negotiations on the Trans -Pacific Partnership (a broad free -trade agreement). According to press reports, the hackers searched Ministry computers for TPP documents, transferred all that were found to a single computer, and then compressed them to make the m easier to send. ",April,2012,Unknown,Japan,Government,Data Exfiltration
796,"April 2012. Iran was forced to disconnect key oil facilities after a cyberattack against internal computer systems. The malware was found inside the control systems of Kharg Island â Iranâs main oil exporting terminal. Equipment at Khar g Island and at other Iranian oil plants was disconnected from the internet as a precaution. Iran reported that oil production was not affected, but the websites of the Iranian oil ministry and national oil company were forced offline and data about users of the sites was taken as a result of the attack. ",April,2012,Iran,Iran,Energy,Malware
797,"March 2012. The U.S. Department of Homeland Security issued amber alerts warning of a cyber - intrusion campaign on U.S. gas pipelines, dating back to December 2011. Press reports indicated that Industrial Control Systems Cyber Emergency Response Team (ICS -CERT) described the attack as a sophisticated spear phishing campaign emanating from a single source. ",March,2012,Unknown,United States,Energy,Phishing
798,March 2012. Indiaâs Minister for Communications and Information Technology revealed in a written rep ly to a Parliamentary question that 112 government websites had been compromised from December 2011 to February 2012. Most of the incidents involved website defacement and many of the hacks appeared to originate in Pakistan. ,December,2011,Pakistan,India,Government,Unknown
799,"March 2012. The BBC reported a ""sophisticated cyber -attack"" in an effort to disrupt the BBC   Persian Language Service. The attack coincided with efforts to jam two BBC satellite feeds to Iran. The BBCâs Director General blamed Iran for the incident. ",March,2012,Iran,Iran,Telecommunications,Unknown
800,"March 2012. NASAâs Inspector Gener al reported that 13 APT attacks successfully compromised NASA computers in 2011. In one attack, intruders stole 150 user credentials that could be used to gain unauthorized access to NASA systems. Another attack at the Joint Propulsion Laboratory involvin g China -based IP let the intruders gain full access to key JPL systems and sensitive user accounts. ",Unknown,2011,Unknown,United States,Government,Data Exfiltration
801,"March 2012. Trend Micro uncovered a Chinese cyber campaign, dubbed âLuckycatâ that targeted U.S.-based activists and organizations, Indian and Japanese mi litary research, as well as Tibetan activists ",March,2012,China,United States,Defense,Unknown
802,February 2012. Media reports say that Chinese hackers stole classified information about the technologies onboard F -35 Joint Strike Fighters. ,February,2012,China,United States,Defense,Data Exfiltration
803,"December 2011. U.S. Chamber of Commerce computer networks were c ompletely penetrated for more than a year by hackers who, according to press reports, had ties to the Peopleâs Liberation Army. The Hackers had access to everything in Commerceâs computers, including member company communications and industry positions on U.S. trade policy. ",December,2011,Unknown,United States,Government,Unknown
804,"November 2011. Norwayâs National Security Agency (NSM) reports that at least 10 major Norwegian defense and energy companies were hacked. The attacks were specifically ""tailored"" for each company, using an email phishing scheme. NSM sa id that the attacks came when the companies, mainly in the oil and gas sectors, have been involved in large -scale contract negotiations. The hacking occurred over the course of 2011, with hackers gaining access to confidential documents, industrial data, u sernames and passwords. ",November,2011,Unknown,Norway,Defense,Phishing
805,"November 2011. According to a major U.S. news source, Chinese hackers interfered with two satellites belonging to NASA and USGS. ",November,2011,China,United States,Non-profit,Unknown
806,"November 2011. Apple computers belonging to European Commission officials, including EC Vice Presid ent for the âDigital Agenda,â were hacked at an Internet Governance Forum (IGF) meeting in Azerbaijan. ",November,2011,Azerbaijan,Azerbaijan,Government,Malware
807,"October 2011. Networks of 48 companies in the chemical, defense, and other industries were penetrated for at least six months by a hacker looking for intellectual property. Some of the attacks are attributed to computers in Hebei, China. ",October,2011,China,Unknown,Manufacturing,Data Exfiltration
808,"September 2011. A computer virus from an unknown source introduced âkeyloggerâ malware onto ground control stations for US Air Force UAVs and, according t o press reports, infected both classified and unclassified networks at Creech Air Force Base in Nevada. The US did not lose control of any drone nor does it appear that any data was exfiltrated, but the malware was persistent and took several attempts to r emove. ",September,2011,Unknown,United States,Defense,Malware
809,"September 2011. Australiaâs Defense Signals Directorate says that defense networks are attacked more than 30 times a day, with the number of attacks increasing by more than 350 percent by 2009.   ",September,2011,Unknown,Australia,Defense,Unknown
810,"September 2011. Unknown attackers hacked a Dutch cert ificate authority, allowing them to issue more than 500 fraudulent certificates for major companies and government agencies. The certificates are used to verify that a website is genuine. By issuing a false certificate, an attacker can pretend to be a secu re website, intercept e -mail, or install malicious software. This was the second hack of a certificate authority in 2011. ",September,2011,Unknown,Netherlands,Government,Denial of Service
811,August 2011. Email and documents from 480 members of the Japanese Diet and lawmakers and their staff were compromised for a month af ter a phishing attack implanted a Trojan on membersâ computers and Diet servers. The hijacked machines communicated with a server in China and the attackers included Chinese characters in their code. ,August,2011,China,Japan,Government,Phishing
812,"August 2011. According to sources in the Japanese gove rnment, Mitsubishi Heavy Industries and twenty other Japanese defense and high tech firms were the target of an effort to extract classified defense information. Japanese officials believed the exploits all originated from the same source. The intruder use d email with a malicious attachment whose contents were the same as a legitimate message sent 10 hours earlier. ",August,2011,Unknown,Japan,Defense,Data Exfiltration
813,"August 2011 . Chinese hackers engaged in a series of cyber -attacks against 72 entities, including multiple U.S. government networks ",August,2011,China,United States,Government,Unknown
814,"July 2011 . South Korea said hackers from China had penetrated an internet portal and accessed phone numbers, e -mail addresses, names and other data for 35 million Koreans. ",July,2011,China,"Korea, South",Government,Data Exfiltration
815,"July 2011. The German Bundespolizei (Federal Police) and the Bundeszollverwaltung (Federal Customs Service) discovered that servers used to locate serious criminals and terrorism suspects by gathering information from GPS systems in cars and mobile phones were penetrated (using a phishing attack) as early as 2010. Following the cyberattack, the relevant servers had to be temporarily shut down to prevent further data losses. ",Unknown,2010,Unknown,Germany,Government,Phishing
816,"July 2011. In a speech unveiling the Department of Defenseâs cyber strategy, the Deputy Secretary of Defense mentioned that a defense contractor was hacked and 24,000 files from the DOD were stolen. ",July,2011,Unknown,United States,Defense,Data Exfiltration
817,"June 2011. Citibank reported that credit card data for 360,000 of its customers were exfiltrated using a relatively simple manipulation of URLs. ",June,2011,Unknown,United States,Finance,Malware
818,"June 2011. The IMFâs networks were reportedly compromised by a foreign government using fraudulent emails with malware attachments, and a âlarge quantity of data, including documents and e -mails,â are exfiltrated. ",June,2011,Unknown,Colombia,Government,Malware
819,May 2011. Cybercriminals masquerading as members of the hacktivist group âAnonymousâ penetrated the PlayStation network. Sony estimated that personal information for more than 80 million users was compromised and that the cost of the breach was over $170 million. ,May,2011,Unknown,United States,Technology,Unknown
820,April 2011. Employees at Oak Ridge National Laboratory received bogus emails with malware attachments. Two mach ines were infected and âa few megabytesâ of data were extracted before the Lab was able to cut its internet connection. Oak Ridge was the target of an intrusion in 2007.   ,Unknown,2007,Unknown,United States,Government,Malware
821,"April 2011. Google reported a phishing effort to compromise hundreds of Gmail passwords for accounts of prominent people, including senior U.S. officials. Google attributes the effort to China. ",April,2011,China,United States,Technology,Phishing
822,April 2011. Hackers used phishing techniques in attempt to obtain data that would compromise RSAâs SecureID authentication technology. The data acquired was then used in an attempt to penetrate Lockheed Martinâs networks. ,April,2011,Unknown,United States,Government,Phishing
823,"April 2011. Between March 2010 and April 2011, the FBI identified twenty incidents in which the online banking credentials of small -to-medium sized U.S. businesses were compromised and used to initiate wire transfers to Chinese economic and trade companies. As of April 2011, the total attempte d fraud amounts to approximately $20 million; the actual victim losses are $11 million. ",April,2011,China,United States,Finance,Unknown
824,March 2011. Hackers penetrated French government computer networks in search of sensitive information on upcoming G -20 meetings. ,March,2011,Unknown,France,Government,Data Exfiltration
825,March 2011. The European Commission and EUâs External Action Service are both targeted in a widespread espionage effort just before a major EU summit. Hackers were apparently very interested in documents related to the G20 summit being held in Paris that year. ,March,2011,Unknown,France,Government,Data Exfiltration
826,"January 2011. The Canadian g overnment reported a major cyberattack against its agencies, including Defence Research and Development Canada, a research agency for Canada's Department of National Defence. The attack forced the Finance Department and Treasury Board, Canadaâs main econom ic agencies, to disconnect from the internet. Canadian sources attribute the attack to China. ",January,2011,China,Canada,Defense,Denial of Service
827,January 2011. Hackers extracted $6.7 million from South Africa's Postbank over the New Year's Holiday. ,January,2011,Unknown,South Africa,Finance,Data Exfiltration
828,"January 2011. Hackers penetrated the European Union's c arbon trading market, which allows organizations to buy and sell their carbon emissions quotas, and steal more than $7 million in credits, forcing the market to shut down temporarily. ",January,2011,Unknown,Unknown,Energy,Data Exfiltration
829,"December 2010. Indiaâs Central Bureau of Investigation (CBI) website ( cbi.nic.in) was hacked and data erased. India blames Pakistani hackers. Sensitive CBI data, stored on computer not easily accessible from the Internet, was unaffected. ",December,2010,Pakistan,India,Government,Data Exfiltration
830,"December 2010. British Foreign Minister William Hague reported attacks by a foreign po wer on the Foreign Ministry, a defense contractor and other âBritish interestsâ that evaded defenses by pretending to come from the White House. ",December,2010,Unknown,United Kingdom,Government,Unknown
831,"October 2010. Australiaâs Defence Signals Directorate reported a huge increase in cyberattacks on the militar y. Australiaâs Defence Minister, john Faulkner, revealed there had been 2400 âelectronic security incidentsâ on Defence networks in 2009 and 5551 incidents between January and August 2010.   October 2010. The Wall Street Journal reported that hackers using âZeusâ malware, available in cybercrime black markets for about $1200, were able to steal over $12 million from five banks in the US and UK. Zeus uses links in emails to steal account information, which the hackers then use to transfer money into bank acc ounts they control. 100 âmulesâ, or low end criminals, were arrested for opening bank accounts under false names into which the hackers transferred stolen money. ",October,2010,Unknown,Australia,Finance,Malware
832,"October 2010. Stuxnet, a complex piece of malware designed to interfere with Siemens Industr ial Control Systems, was discovered in Iran, Indonesia, and elsewhere, leading to speculation that it was a government cyber weapon aimed at the Iranian nuclear program. ",October,2010,Iran,Iran,Unknown,Malware
833,"October 2010. Public facing networks run by NASDAQ, as well as an information sharin g application called Directors Desk, are compromised by an unknown external group. NASDAQ says it is unsure how far hackers might have penetrated into their network. ",October,2010,Unknown,United States,Unknown,Unknown
834,"July 2010. A Russian intelligence agent (allegedly named Alexey Karetnikov), was arreste d and deported after working for nine months as a software tester at Microsoft. ",July,2010,Russia,United States,Technology,Unknown
835,"May 2010. A leaked memo form the Canadian Security and Intelligence Service (CSIS) says that âCompromises of computer and combinations networks of the Government of Canada, Canadian universities, private companies and individual customer networks have increased subs tantially.... In addition to being virtually un -attributable, these remotely operated attacks offer a productive, secure and low -risk means to conduct espionage.â ",May,2010,Unknown,Canada,Government,Data Exfiltration
836,May 2010. Chinese hackers breached the computer network of the U.S. Chamber of Commerce and stole information related to U.S. industries ,May,2010,China,United States,Manufacturing,Data Exfiltration
837,"April 2010. A Chinese telecommunications firm accidently transmitted erroneous routing information for roughly 37,000 networks, causing internet traffic to be misrouted through China. The incident lasted 20 minutes and exposed traffic from more than 8,000 U.S. networks, 8,500 Chinese networks, 1 ,100 Australian networks and 230 French networks. ",April,2010,China,United States,Telecommunications,Denial of Service
838,"April 2010. Chinese hackers reportedly broke into classified files at the Indian Defence Ministry and Indian embassies around the world, gaining access to Indian missile and armament systems. ",April,2010,China,India,Defense,Data Exfiltration
839,"March 2010 . Unknown hackers post the real incomes of Latvian government officials after accessing their tax records, creating political turmoil. ",March,2010,Unknown,Latvia,Government,Unknown
840,March 2010. Australian authorities said there were more than 200 attempts to hack into the networks of the legal defens e team for Rio Tinto executives being tried in China to gain inside information on the trial defense strategy. ,March,2010,China,Australia,Non-profit,Unknown
841,"March 2010. Google announced that it had found malware targeting Vietnamese computer users. Google said that the malware was not especially sop histicated and was used to spy on âpotentially tens of thousands of users who downloaded Vietnamese keyboard language softwareâ the malware also launched distributed denial of service attacks against blogs containing political dissent, specifically, opposi tion to bauxite mining efforts in Vietnam.   ",March,2010,Vietnam,Vietnam,Government,Malware
842,"March 2010. NATO and the EU warned that the number of cyberattacks against their networks had increased significantly over the past 12 months, with Russia and China among the most active adversaries.",March,2010,Russia,Unknown,Unknown,Unknown
843,"January 2010. Intel disclosed that it experienced a cyberattack at about the same time that Google, Adobe, and others were attacked. The hackers exploited the vulnerabilities in Internet Explorer software that had been used in the other attacks as well. Intel said that there was no intellectual property or financial loss. ",January,2010,Unknown,United States,Technology,Zero-day Exploits
844,"January 2010. A group named the âIranian Cyber Armyâ disrupted service of the popular Chinese search engine Baidu. Users were redirected to a page showing an Iranian political message. Previously , the âIranian Cyber Armyâ had hacked into Twitter in December with a similar message. ",January,2010,Iran,Iran,Government,Denial of Service
845,"January 2010. M. K. Narayanan, Indiaâs National Security Adviser, said his office and other government departments were attacked by China on December 15. The Prime Min isterâs office later denied that their computers had been hacked. Narayanan said this was not the first attempt to penetrate Indian government computers. ",December,2010,China,India,Government,Unknown
846,"January 2010. Global financial services firm Morgan Stanley experienced a ""very sensitive"" break -in to its network by the same China -based hackers who attacked Google Inc.âs computers in December 2009, according to leaked e -mails from a cyber -security company working for the bank. ",January,2010,China,China,Finance,Unknown
847,"January 2010. Google announced that a sophisticated attack had penetrat ed its networks, along with the networks of more than 30 other US companies. The goal of the penetrations, which Google ascribed to China, was to collect technology, gain access to activist Gmail accounts and to Googleâs Gaea password management system. ",January,2010,China,United States,Technology,Data Exfiltration
848,January 2010. The UKâs MI5 Security Service warned that undercover intelligence officers from the Peopleâs Liberation Army and the Ministry of Public Security have approached UK businessmen at trade fairs and exhibitions with the offer of âgiftsâ - cameras and memory sticks - which contain malware that provides the Chinese with remote access to usersâ computers. ,January,2010,China,United Kingdom,Government,Malware
849,"January 2010 . The PLA infiltrated the computer network of a Civilian Reserve Air Fleet (CRAF) contractor in which documents, flight details, credentials and passwords for encrypted email were stolen ",January,2010,China,United States,Defense,Data Exfiltration
850,"December 2009. Downlinks from U.S military UAVs were hacked by Iraqi insurgents using laptops and $24.99 file sharing software, allowing them to see what the UAV had viewed. ",December,2009,United States,Iraq,Defense,Unknown
851,"December 2009. The W all Street Journal reported that a major U.S. bank had been is hacked, losing tens of millions of dollars. ",December,2009,Unknown,United States,Finance,Unknown
852,"November 2009. Jean-Pascal van Ypersele, the vice -chairman of the United Nationsâ Intergovernmental Panel on Climate Change, ascribed the hacking a nd release of thousands of emails, from the University of East Anglia's Climatic Research Unit to Russia as part of a plot to undermine the Copenhagen climate talks.   ",November,2009,Russia,United Kingdom,Non-profit,Unknown
853,"August 2009. Ehud Tenenbaum was convicted of stealing $10 million from U.S. banks. Tenen baum was known for hacking into DOD computers in 1998, which resulted in a sentence of six months of community service from an Israeli court. ",Unknown,1998,Unknown,Israel,Finance,Data Exfiltration
854,"August 2009. Albert Gonzalez was indicted on charges that between 2006 and 2008, he and unidentified Russian or Ukrainian colleagues allegedly stole more than 130 million credit and debit cards by hacking into the computer systems of five major companies. This was the largest hacking and identity theft crime in U.S. history. ",Unknown,2006,Russia,United States,Finance,Data Exfiltration
